Case,Theta,Phi,timeErr,init,trace,cost
Case11,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6409470890341282
Case12,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.641009316817786
Case13,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6434326737687568
Case14,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6423986888728468
Case15,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6432980089552673
Case16,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.641319475367517
Case17,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6429187355598664
Case18,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.643166235874522
Case19,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.640814520719061
Case20,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6405401909609503
Case21,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6407291123666496
Case22,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.643255254575425
Case23,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6405459725158074
Case24,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6406069351028796
Case25,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6428025216474018
Case26,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6430884439067714
Case27,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6439280106643581
Case28,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6410445967122056
Case29,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6410888705048388
Case30,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6440141322493478
Case31,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6432759684352303
Case32,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6441401673267042
Case33,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6415696904098098
Case34,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6411688944317246
Case35,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6423499927924596
Case36,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.641418409188746
Case37,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6437232382506672
Case38,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6413264344549536
Case39,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6418129067513512
Case40,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6433120469444273
Case41,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6432046540121745
Case42,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6438312328587639
Case43,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6415073038992838
Case44,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6411406743912464
Case45,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6439783757781856
Case46,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.643079025607427
Case47,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6430916622691982
Case48,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6427077145118236
Case49,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6438565261137614
Case50,1.3744467859455345,2.748893571891069,ct1,"[(-0.012736305493924497+0j), (0.4384946795577748-3.469446951953614e-18j), (-0.8986435347354867-4.808035663529595e-19j)]","[(0.3753302775178654+5.551115123125783e-17j), (0.9061274463528879+0j), (0.19509032201612847-3.391970784754352e-18j)]",1.6434640163556768
