x,status,success,message,nfev,fun,maxcv
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,126,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,127,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,129,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,130,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,131,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,133,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,134,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,135,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,137,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,138,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,139,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,141,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,142,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,143,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,145,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,146,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,147,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,149,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,150,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,151,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,153,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,154,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,155,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,157,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,158,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,159,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,161,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,162,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,163,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,165,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,166,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,167,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,169,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,170,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,171,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,173,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,174,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,175,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,177,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,178,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,179,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,181,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,182,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,183,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,185,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,186,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,187,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,189,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,190,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,191,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,193,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,194,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,195,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,197,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,198,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,199,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,201,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,202,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,203,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,205,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,206,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,207,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,209,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,210,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,211,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,213,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,214,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,215,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,217,1.3979537978727101,0.0
[3.14159265 6.44339623],1,True,Optimization terminated successfully.,218,1.3979537978727101,0.0
